PairNumber,Condition,Noun,Category,Is it alive?,Can you eat or drink it?,Can you find it in the wild?,Can you wear it?,Can you hold it?,Did humans create it?,Does it make sounds?,Does it float in water?
1,Low,DOG,ANIMAL,1,0,-1,0,1,0,1,1
1,High,BULLDOG,ANIMAL,1,0,0,0,1,-1,1,0
2,Low,INSECT,ANIMAL,1,0,1,0,1,0,1,1
2,High,BEE,ANIMAL,1,0,1,0,1,0,1,1
3,Low,BEAR,ANIMAL,1,0,1,0,-1,0,1,1
3,High,PANDA,ANIMAL,1,0,1,0,-1,0,1,1
4,Low,PET,ANIMAL,1,0,0,0,1,-1,-1,1
4,High,CAT,ANIMAL,1,0,-1,0,1,-1,1,1
5,Low,MAMMAL,ANIMAL,1,0,1,0,-1,0,1,1
5,High,MOUSE,ANIMAL,1,0,1,0,1,0,1,1
6,Low,FISH,ANIMAL,1,1,1,0,1,0,0,0
6,High,SALMON,ANIMAL,1,1,1,0,1,0,0,0
7,Low,SNAKE,ANIMAL,1,0,1,0,1,0,1,0
7,High,COBRA,ANIMAL,1,0,1,0,1,0,1,0
8,Low,APE,ANIMAL,1,0,1,0,0,0,1,0
8,High,GORILLA,ANIMAL,1,0,1,0,0,0,1,0
9,Low,BIRD,ANIMAL,1,0,1,0,1,0,1,1
9,High,SPARROW,ANIMAL,1,0,1,0,1,0,1,1
10,Low,LIZARD,ANIMAL,1,0,1,0,1,0,-1,1
10,High,GECKO,ANIMAL,1,0,1,0,1,0,-1,1
11,Low,MARSUPIAL,ANIMAL,1,0,1,0,-1,0,-1,1
11,High,KANGAROO,ANIMAL,1,0,1,0,0,0,-1,1
12,Low,POULTRY,ANIMAL,1,1,1,0,1,0,1,1
12,High,TURKEY,ANIMAL,1,1,1,0,1,0,1,1
13,Low,AMPHIBIAN,ANIMAL,1,0,1,0,1,0,1,0
13,High,FROG,ANIMAL,1,-1,1,0,1,0,1,0
14,Low,SPIDER,ANIMAL,1,0,1,0,1,0,-1,1
14,High,TARANTULA,ANIMAL,1,0,1,0,1,0,-1,1
15,Low,FURNITURE,ARTIFACTS,0,0,0,0,-1,1,0,0
15,High,TABLE,ARTIFACTS,0,0,0,0,1,1,0,0
16,Low,UTENSIL,ARTIFACTS,0,0,0,0,1,1,0,0
16,High,FORK,ARTIFACTS,0,0,0,0,1,1,0,0
17,Low,MEDICINE,ARTIFACTS,0,1,0,0,1,1,0,0
17,High,ASPIRIN,ARTIFACTS,0,1,0,0,1,1,0,0
19,Low,JEWEL,ARTIFACTS,0,0,0,1,1,-1,0,0
19,High,RUBY,ARTIFACTS,0,0,0,1,1,-1,0,0
20,Low,APPLIANCE,ARTIFACTS,0,0,0,0,-1,1,1,0
20,High,REFRIGERATOR,ARTIFACTS,0,0,0,0,-1,1,1,0
21,Low,JEWELRY,ARTIFACTS,0,0,0,1,1,1,0,0
21,High,RING,ARTIFACTS,0,0,0,1,1,1,0,0
22,Low,COIN,ARTIFACTS,0,0,0,0,1,1,0,0
22,High,PENNY,ARTIFACTS,0,0,0,0,1,1,0,0
23,Low,WEAPON,ARTIFACTS,0,0,0,-1,-1,1,0,0
23,High,GUN,ARTIFACTS,0,0,0,-1,1,1,0,0
24,Low,FABRIC,ARTIFACTS,0,0,0,1,1,-1,0,1
24,High,SILK,ARTIFACTS,0,0,0,1,1,-1,0,1
25,Low,TOOL,ARTIFACTS,0,0,-1,-1,1,-1,0,0
25,High,AXE,ARTIFACTS,0,0,0,-1,1,1,0,0
26,Low,CONTAINER,ARTIFACTS,0,0,0,0,-1,-1,0,1
26,High,BOWL,ARTIFACTS,0,0,0,0,1,1,0,1
27,Low,MAKEUP,ARTIFACTS,0,0,0,1,1,1,0,0
27,High,LIPSTICK,ARTIFACTS,0,0,0,1,1,1,0,0
49,Low,GADGET,ARTIFACTS,0,0,0,-1,1,1,1,0
49,High,PHONE,ARTIFACTS,0,0,0,-1,1,1,1,0
28,Low,SHOES,CLOTHES+ACCESS,0,0,0,1,1,1,0,0
28,High,SNEAKERS,CLOTHES+ACCESS,0,0,0,1,1,1,0,1
29,Low,BAG,CLOTHES+ACCESS,0,0,0,1,1,1,0,1
29,High,PURSE,CLOTHES+ACCESS,0,0,0,1,1,1,0,1
30,Low,HAT,CLOTHES+ACCESS,0,0,0,1,1,1,0,1
30,High,BERET,CLOTHES+ACCESS,0,0,0,1,1,1,0,1
31,Low,PANTS,CLOTHES+ACCESS,0,0,0,1,1,1,0,0
31,High,JEANS,CLOTHES+ACCESS,0,0,0,1,1,1,0,0
32,Low,PARENT,FAMILY,1,0,0,0,0,0,1,-1
32,High,MOTHER,FAMILY,1,0,0,0,0,0,1,-1
33,Low,RELATIVE,FAMILY,1,0,0,0,0,0,1,-1
33,High,UNCLE,FAMILY,1,0,0,0,0,0,1,-1
34,Low,GRANDPARENT,FAMILY,1,0,0,0,0,0,1,-1
34,High,GRANDFATHER,FAMILY,1,0,0,0,0,0,1,-1
51,Low,OFFSPRING,FAMILY,1,0,0,0,-1,0,1,-1
51,High,DAUGHTER,FAMILY,1,0,0,0,-1,0,1,-1
18,Low,CANDY,FOOD,0,1,0,0,1,1,0,0
18,High,LOLLIPOP,FOOD,0,1,0,0,1,1,0,0
35,Low,COFFEE,FOOD,0,1,-1,0,-1,-1,0,0
35,High,CAPPUCCINO,FOOD,0,1,0,0,-1,1,0,0
36,Low,FRUIT,FOOD,0,1,1,0,1,0,0,1
36,High,APPLE,FOOD,0,1,1,0,1,0,0,1
37,Low,VEGETABLE,FOOD,0,1,1,0,1,0,0,-1
37,High,BROCCOLI,FOOD,0,1,1,0,1,0,0,-1
38,Low,PASTA,FOOD,0,1,0,0,1,1,0,-1
38,High,SPAGHETTI,FOOD,0,1,0,0,1,1,0,-1
40,Low,MEAT,FOOD,0,1,1,0,1,0,0,0
40,High,BEEF,FOOD,0,1,1,0,1,-1,0,0
41,Low,SODA,FOOD,0,1,0,0,-1,1,0,-1
41,High,COKE,FOOD,0,1,0,0,-1,1,0,-1
42,Low,HERB,FOOD,0,1,1,0,1,0,0,1
42,High,PARSLEY,FOOD,0,1,1,0,1,0,0,1
43,Low,BREAD,FOOD,0,1,0,0,1,1,0,1
43,High,BAGEL,FOOD,0,1,0,0,1,1,0,1
44,Low,SEASONING,FOOD,0,1,-1,0,1,-1,0,-1
44,High,SALT,FOOD,0,1,0,0,1,-1,0,-1
45,Low,CONDIMENT,FOOD,0,1,0,0,1,1,0,-1
45,High,KETCHUP,FOOD,0,1,0,0,1,1,0,-1
46,Low,SAUCE,FOOD,0,1,0,0,1,1,0,-1
46,High,GRAVY,FOOD,0,1,0,0,1,1,0,-1
47,Low,CROP,FOOD,-1,1,-1,0,-1,-1,0,1
47,High,WHEAT,FOOD,-1,1,-1,0,-1,-1,0,1
48,Low,PASTRY,FOOD,0,1,0,0,1,1,0,1
48,High,DONUT,FOOD,0,1,0,0,1,1,0,1
50,Low,ALCOHOL,FOOD,0,1,0,0,-1,1,0,-1
50,High,VODKA,FOOD,0,1,0,0,-1,1,0,-1
52,Low,DESSERT,FOOD,0,1,0,0,1,1,0,-1
52,High,CAKE,FOOD,0,1,0,0,1,1,0,-1
54,Low,WINE,FOOD,0,1,0,0,-1,1,0,-1
54,High,CHARDONNAY,FOOD,0,1,0,0,-1,1,0,-1
55,Low,CHEESE,FOOD,0,1,0,0,1,1,0,0
55,High,CHEDDAR,FOOD,0,1,0,0,1,1,0,0
56,Low,SPICE,FOOD,0,1,-1,0,1,-1,0,1
56,High,GINGER,FOOD,0,1,1,0,1,0,0,1
57,Low,BEVERAGE,FOOD,0,1,0,0,-1,-1,0,-1
57,High,TEA,FOOD,0,1,-1,0,-1,-1,0,-1
58,Low,ORGAN,HUMAN PART,-1,-1,-1,0,1,0,0,-1
58,High,BRAIN,HUMAN PART,-1,0,-1,0,1,0,-1,-1
59,Low,LIMB,HUMAN PART,0,-1,-1,0,1,0,0,1
59,High,ARM,HUMAN PART,0,0,-1,0,1,0,0,1
60,Low,BONE,HUMAN PART,0,0,-1,0,1,0,0,0
60,High,FEMUR,HUMAN PART,0,0,-1,0,1,0,0,0
61,Low,FINGER,HUMAN PART,0,0,-1,0,1,0,0,1
61,High,PINKIE,HUMAN PART,0,0,-1,0,1,0,0,1
62,Low,MUSCLE,HUMAN PART,0,-1,-1,0,-1,0,0,0
62,High,BICEPS,HUMAN PART,0,0,-1,0,-1,0,0,0
39,Low,CRYSTAL,NATURE INANIMATE,0,0,1,1,1,0,0,0
39,High,JADE,NATURE INANIMATE,0,0,-1,1,1,0,0,0
53,Low,PLANET,NATURE INANIMATE,0,0,1,0,0,0,-1,-1
53,High,EARTH,NATURE INANIMATE,0,0,1,0,0,0,-1,-1
63,Low,FLOWER,NATURE INANIMATE,1,0,1,1,1,0,0,1
63,High,ROSE,NATURE INANIMATE,1,0,1,1,1,0,0,1
64,Low,TREE,NATURE INANIMATE,1,0,1,0,0,0,-1,1
64,High,MAPLE,NATURE INANIMATE,1,0,1,0,0,0,-1,-1
65,Low,DISASTER,NATURE INANIMATE,0,0,1,0,0,0,-1,-1
65,High,EARTHQUAKE,NATURE INANIMATE,0,0,1,0,0,0,-1,-1
66,Low,MINERAL,NATURE INANIMATE,0,0,1,0,-1,0,0,0
66,High,SILICON,NATURE INANIMATE,0,0,-1,0,-1,0,0,0
67,Low,LIQUID,NATURE INANIMATE,0,-1,1,0,-1,0,-1,-1
67,High,WATER,NATURE INANIMATE,0,1,1,0,-1,0,-1,-1
68,Low,ELEMENT,NATURE INANIMATE,0,0,1,0,0,0,0,-1
68,High,OXYGEN,NATURE INANIMATE,0,0,1,0,0,0,0,-1
69,Low,METAL,NATURE INANIMATE,0,0,1,1,-1,0,0,0
69,High,GOLD,NATURE INANIMATE,0,0,1,1,-1,0,0,0
91,Low,STONE,NATURE INANIMATE,0,0,1,-1,1,0,0,0
91,High,MARBLE,NATURE INANIMATE,0,0,-1,-1,1,-1,0,0
70,Low,DOCTOR,OCCUPATION,1,0,0,0,0,1,1,1
70,High,SURGEON,OCCUPATION,1,0,0,0,0,1,1,1
71,Low,SCIENTIST,OCCUPATION,1,0,0,0,0,1,1,1
71,High,CHEMIST,OCCUPATION,1,0,0,0,0,1,1,1
72,Low,POLITICIAN,OCCUPATION,1,0,0,0,0,1,1,1
72,High,SENATOR,OCCUPATION,1,0,0,0,0,1,1,1
73,Low,ENTERTAINER,OCCUPATION,1,0,0,0,0,1,1,1
73,High,COMEDIAN,OCCUPATION,1,0,0,0,0,1,1,1
74,Low,ARTIST,OCCUPATION,1,0,0,0,0,1,1,1
74,High,IMPRESSIONIST,OCCUPATION,1,0,0,0,0,1,1,1
75,Low,MUSICIAN,OCCUPATION,1,0,0,0,0,1,1,1
75,High,DRUMMER,OCCUPATION,1,0,0,0,0,1,1,1
76,Low,ROYALTY,OCCUPATION,1,0,0,0,0,1,1,1
76,High,QUEEN,OCCUPATION,1,0,0,0,0,1,1,1
77,Low,DANCER,OCCUPATION,1,0,0,0,0,1,1,1
77,High,BALLERINA,OCCUPATION,1,0,0,0,0,1,1,1
78,Low,EMOTION,OTHER,0,0,-1,0,0,0,0,-1
78,High,ANGER,OTHER,0,0,-1,0,0,0,0,-1
79,Low,MATH,OTHER,0,0,0,0,0,-1,0,-1
79,High,ALGEBRA,OTHER,0,0,0,0,0,-1,0,-1
80,Low,BUILDING,OTHER,0,0,0,0,0,1,0,0
80,High,HOTEL,OTHER,0,0,0,0,0,1,0,0
81,Low,CRIME,OTHER,0,0,-1,0,0,-1,0,-1
81,High,MURDER,OTHER,0,0,-1,0,0,0,0,-1
82,Low,MONSTER,OTHER,-1,0,0,0,0,1,-1,-1
82,High,ZOMBIE,OTHER,-1,0,0,0,0,1,-1,-1
83,Low,ROOM,OTHER,0,0,0,0,0,1,0,-1
83,High,KITCHEN,OTHER,0,0,0,0,0,1,0,-1
84,Low,DISEASE,OTHER,0,0,1,0,0,0,0,-1
84,High,STROKE,OTHER,0,0,-1,0,0,0,0,-1
85,Low,CURRENCY,OTHER,0,0,0,0,1,1,0,-1
85,High,DOLLAR,OTHER,0,0,0,0,1,1,0,-1
86,Low,IDEOLOGY,OTHER,0,0,0,0,0,1,0,-1
86,High,DEMOCRACY,OTHER,0,0,0,0,0,1,0,-1
87,Low,INSTITUTION,OTHER,0,0,0,0,0,1,0,-1
87,High,UNIVERSITY,OTHER,0,0,0,0,0,1,0,-1
88,Low,GENRE,OTHER,0,0,0,0,0,1,0,-1
88,High,COMEDY,OTHER,0,0,0,0,0,1,0,-1
89,Low,SEASON,OTHER,0,0,1,0,0,0,0,-1
89,High,SPRING,OTHER,0,0,1,0,0,0,0,-1
90,Low,BOAT,SPORT+LEISURE,0,0,0,0,-1,1,0,1
90,High,KAYAK,SPORT+LEISURE,0,0,0,0,1,1,0,1
92,Low,SPORT,SPORT+LEISURE,0,0,0,0,0,1,0,-1
92,High,BASEBALL,SPORT+LEISURE,0,0,0,0,0,1,0,-1
93,Low,GAME,SPORT+LEISURE,0,0,0,0,-1,1,0,-1
93,High,CHECKERS,SPORT+LEISURE,0,0,0,0,1,1,0,-1
94,Low,DANCE,SPORT+LEISURE,0,0,0,0,0,1,0,-1
94,High,TANGO,SPORT+LEISURE,0,0,0,0,0,1,0,-1
95,Low,MEDIA,SPORT+LEISURE,0,0,0,0,-1,1,0,-1
95,High,NEWSPAPER,SPORT+LEISURE,0,0,0,0,1,1,0,1
96,Low,DRUM,SPORT+LEISURE,0,0,0,-1,1,1,0,1
96,High,BONGO,SPORT+LEISURE,0,0,0,-1,1,1,0,1